Brewer,Drinker,Drink,Drink price,date,Total
Neil Walters;1991-02-14;30153298849283,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-9-12,3900
Neil Walters;1991-02-14;30153298849283,Frances Watkins;1988-08-31;2222981270340614,Prosecco large,600,2019-9-12,4500
Neil Walters;1991-02-14;30153298849283,Sylvia Jones-Brown;1999-08-25;584761487035,Pale ale small,300,2019-9-12,4800
Neil Walters;1991-02-14;30153298849283,Danny Clark;1999-03-25;6011085906067876,Prosecco small,300,2019-9-12,5100
Neil Walters;1991-02-14;30153298849283,Sally Jackson;1975-08-26;6011083979903226,Vodka Tonic large,600,2019-9-12,5700
Neil Walters;1991-02-14;30153298849283,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-9-12,6300
Neil Walters;1991-02-14;30153298849283,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Champagne large,800,2019-9-12,7100
Neil Walters;1991-02-14;30153298849283,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2019-9-12,7400
Neil Walters;1991-02-14;30153298849283,Richard Parsons;1951-04-21;4596293855263047603,Prosecco large,600,2019-9-12,8000
Neil Walters;1991-02-14;30153298849283,Shirley Rees;1994-07-25;6527997021478845,Scotch small,300,2019-9-12,8300
Neil Walters;1991-02-14;30153298849283,Benjamin Morgan;1960-09-26;676301009368,Champagne small,400,2019-9-12,8700
Neil Walters;1991-02-14;30153298849283,Ms. Elizabeth French;1974-12-19;630456409964,Prosecco small,300,2019-9-12,9000
Neil Walters;1991-02-14;30153298849283,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2019-9-12,9400
Neil Walters;1991-02-14;30153298849283,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-9-12,10000
Neil Walters;1991-02-14;30153298849283,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2019-9-12,10800
Neil Walters;1991-02-14;30153298849283,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-9-12,11200
Bethan Gill;1958-06-05;060480577430,Richard Parsons;1951-04-21;4596293855263047603,Banana milkshake large,400,2019-11-10,400
Bethan Gill;1958-06-05;060480577430,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-11-10,800
Bethan Gill;1958-06-05;060480577430,Richard Parsons;1951-04-21;4596293855263047603,Banana milkshake large,400,2019-11-10,1200
Bethan Gill;1958-06-05;060480577430,Ms. Sara Thompson;1986-03-24;371802005619325,Sprite small,200,2019-11-10,1400
Bethan Gill;1958-06-05;060480577430,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-11-10,1800
Bethan Gill;1958-06-05;060480577430,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2019-11-10,2200
Bethan Gill;1958-06-05;060480577430,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-11-10,2600
Bethan Gill;1958-06-05;060480577430,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-11-10,2800
Bethan Gill;1958-06-05;060480577430,Ms. Sara Thompson;1986-03-24;371802005619325,Sprite small,200,2019-11-10,3000
Bethan Gill;1958-06-05;060480577430,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-11-10,3200
Bethan Gill;1958-06-05;060480577430,Mrs. Jade Allen;1970-05-20;3577687933334659,Sprite large,400,2019-11-10,3600
Bethan Gill;1958-06-05;060480577430,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-11-10,4000
Bethan Gill;1958-06-05;060480577430,Jack Harvey;1998-05-22;4946896571299186780,Cloudy lemonade small,200,2019-11-10,4200
Bethan Gill;1958-06-05;060480577430,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-11-10,4600
Iain Barker;1997-07-21;3534790658775791,Marian Lane;1980-04-23;373696105572428,Macciato,250,2019-12-21,250
Iain Barker;1997-07-21;3534790658775791,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-12-21,500
Iain Barker;1997-07-21;3534790658775791,Tony Martin-Lucas;1984-02-09;060494691672,Espresso,150,2019-12-21,650
Iain Barker;1997-07-21;3534790658775791,Miss Jenna Hopkins;1970-09-16;371201862580821,Tea,250,2019-12-21,900
Iain Barker;1997-07-21;3534790658775791,Miss Jenna Hopkins;1970-09-16;371201862580821,Earl Grey with sugar,250,2019-12-21,1150
Iain Barker;1997-07-21;3534790658775791,Terence Hall;1982-04-23;4440881107798798,Earl Grey extra milk,280,2019-12-21,1430
Iain Barker;1997-07-21;3534790658775791,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-12-21,1680
Iain Barker;1997-07-21;3534790658775791,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-12-21,1830
Iain Barker;1997-07-21;3534790658775791,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2019-12-21,2080
Iain Barker;1997-07-21;3534790658775791,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-12-21,2330
Iain Barker;1997-07-21;3534790658775791,Dr. Douglas King;1974-03-16;3581139211845125,Flat white with sugar,250,2019-12-21,2580
Iain Barker;1997-07-21;3534790658775791,Bethan Gill;1958-06-05;060480577430,Macciato,250,2019-12-21,2830
Iain Barker;1997-07-21;3534790658775791,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-12-21,3080
Iain Barker;1997-07-21;3534790658775791,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-12-21,3330
Iain Barker;1997-07-21;3534790658775791,Neil Walters;1991-02-14;30153298849283,Green Tea with sugar,250,2019-12-21,3580
Iain Barker;1997-07-21;3534790658775791,Iain Barker;1997-07-21;3534790658775791,Earl Grey,250,2019-12-21,3830
Jack Harvey;1998-05-22;4946896571299186780,Terence Hall;1982-04-23;4440881107798798,Lager large,600,2019-11-28,600
Jack Harvey;1998-05-22;4946896571299186780,Philip Miah-Young;1963-11-27;3592857229453650,Champagne large,800,2019-11-28,1400
Jack Harvey;1998-05-22;4946896571299186780,Neil Walters;1991-02-14;30153298849283,Prosecco small,300,2019-11-28,1700
Jack Harvey;1998-05-22;4946896571299186780,Jemma Davison;1982-06-25;346012372292431,Champagne large,800,2019-11-28,2500
Jack Harvey;1998-05-22;4946896571299186780,Ms. Elizabeth French;1974-12-19;630456409964,Prosecco small,300,2019-11-28,2800
Jack Harvey;1998-05-22;4946896571299186780,Terence Hall;1982-04-23;4440881107798798,Lager large,600,2019-11-28,3400
Jack Harvey;1998-05-22;4946896571299186780,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2019-11-28,4000
Jack Harvey;1998-05-22;4946896571299186780,Jessica Pearson;1978-06-22;3527764291507761,Champagne large,800,2019-11-28,4800
Jack Harvey;1998-05-22;4946896571299186780,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-11-28,5400
Jack Harvey;1998-05-22;4946896571299186780,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2019-11-28,5700
Jack Harvey;1998-05-22;4946896571299186780,Mr. Stanley Bell;1997-05-22;376466905927165,Lager large,600,2019-11-28,6300
Jack Harvey;1998-05-22;4946896571299186780,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2019-11-28,6900
Jack Harvey;1998-05-22;4946896571299186780,Ms. Jean Johnson;1996-04-22;3599621831162106,Champagne small,400,2019-11-28,7300
Jack Harvey;1998-05-22;4946896571299186780,Richard Parsons;1951-04-21;4596293855263047603,Prosecco large,600,2019-11-28,7900
Jack Harvey;1998-05-22;4946896571299186780,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2019-11-28,8700
Jack Harvey;1998-05-22;4946896571299186780,Dr. Jessica Joyce;1959-11-08;343670554272167,Pale ale small,300,2019-11-28,9000
Jack Harvey;1998-05-22;4946896571299186780,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2019-11-28,9600
Jack Harvey;1998-05-22;4946896571299186780,Miss Lindsey Harrison;1948-08-25;30476153140377,Scotch small,300,2019-11-28,9900
Jack Harvey;1998-05-22;4946896571299186780,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2019-11-28,10200
Jessica Pearson;1978-06-22;3527764291507761,Miss Lindsey Harrison;1948-08-25;30476153140377,Cloudy lemonade small,200,2019-12-25,200
Jessica Pearson;1978-06-22;3527764291507761,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-12-25,400
Jessica Pearson;1978-06-22;3527764291507761,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-12-25,800
Jessica Pearson;1978-06-22;3527764291507761,Ms. Sara Thompson;1986-03-24;371802005619325,Water small,200,2019-12-25,1000
Jessica Pearson;1978-06-22;3527764291507761,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2019-12-25,1400
Jessica Pearson;1978-06-22;3527764291507761,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-12-25,1600
Jessica Pearson;1978-06-22;3527764291507761,Iain Barker;1997-07-21;3534790658775791,Strawberry milkshake small,200,2019-12-25,1800
Jessica Pearson;1978-06-22;3527764291507761,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-12-25,2200
Jessica Pearson;1978-06-22;3527764291507761,Jemma Davison;1982-06-25;346012372292431,Fanta small,200,2019-12-25,2400
Jessica Pearson;1978-06-22;3527764291507761,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-12-25,2600
Jessica Pearson;1978-06-22;3527764291507761,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-12-25,3000
Jessica Pearson;1978-06-22;3527764291507761,Sylvia Jones-Brown;1999-08-25;584761487035,Water small,200,2019-12-25,3200
Jessica Pearson;1978-06-22;3527764291507761,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-12-25,3400
Jessica Pearson;1978-06-22;3527764291507761,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-12-25,3800
Jessica Pearson;1978-06-22;3527764291507761,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-12-25,4000
Jessica Pearson;1978-06-22;3527764291507761,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-12-25,4200
Jessica Pearson;1978-06-22;3527764291507761,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2019-12-25,4600
Jessica Pearson;1978-06-22;3527764291507761,Jessica Pearson;1978-06-22;3527764291507761,Milk small,200,2019-12-25,4800
Miss Jenna Hopkins;1970-09-16;371201862580821,Joan Foster;2000-07-23;30467564114333,Banana milkshake large,400,2019-11-29,400
Miss Jenna Hopkins;1970-09-16;371201862580821,Jessica Pearson;1978-06-22;3527764291507761,Banana milkshake large,400,2019-11-29,800
Miss Jenna Hopkins;1970-09-16;371201862580821,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-11-29,1200
Miss Jenna Hopkins;1970-09-16;371201862580821,Mrs. Jade Allen;1970-05-20;3577687933334659,Sprite large,400,2019-11-29,1600
Miss Jenna Hopkins;1970-09-16;371201862580821,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-11-29,1800
Miss Jenna Hopkins;1970-09-16;371201862580821,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-11-29,2000
Miss Jenna Hopkins;1970-09-16;371201862580821,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-11-29,2200
Miss Jenna Hopkins;1970-09-16;371201862580821,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-11-29,2600
Miss Jenna Hopkins;1970-09-16;371201862580821,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-11-29,3000
Miss Jenna Hopkins;1970-09-16;371201862580821,Jemma Davison;1982-06-25;346012372292431,Fanta small,200,2019-11-29,3200
Miss Jenna Hopkins;1970-09-16;371201862580821,Lawrence Fisher;1983-09-19;3566273828670227,Coke small,200,2019-11-29,3400
Miss Jenna Hopkins;1970-09-16;371201862580821,Shirley Rees;1994-07-25;6527997021478845,Coke small,200,2019-11-29,3600
Miss Jenna Hopkins;1970-09-16;371201862580821,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-11-29,4000
Miss Jenna Hopkins;1970-09-16;371201862580821,Sylvia Jones-Brown;1999-08-25;584761487035,Water small,200,2019-11-29,4200
Miss Jenna Hopkins;1970-09-16;371201862580821,Jane Davies;1978-05-29;372961426026780,Coke small,200,2019-11-29,4400
Miss Jenna Hopkins;1970-09-16;371201862580821,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-11-29,4800
Miss Jenna Hopkins;1970-09-16;371201862580821,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-11-29,5200
Miss Jenna Hopkins;1970-09-16;371201862580821,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-11-29,5400
Miss Jenna Hopkins;1970-09-16;371201862580821,Iain Barker;1997-07-21;3534790658775791,Strawberry milkshake small,200,2019-11-29,5600
Miss Jenna Hopkins;1970-09-16;371201862580821,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-11-29,6000
Miss Jenna Hopkins;1970-09-16;371201862580821,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-11-29,6400
Miss Jenna Hopkins;1970-09-16;371201862580821,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-11-29,6600
Miss Jenna Hopkins;1970-09-16;371201862580821,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-11-29,6800
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Jones;2005-06-10;3537902156094842,Gin & Tonic small,400,2019-12-5,400
Jack Harvey;1998-05-22;4946896571299186780,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2019-12-5,800
Jack Harvey;1998-05-22;4946896571299186780,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-12-5,1400
Jack Harvey;1998-05-22;4946896571299186780,Sylvia Jones-Brown;1999-08-25;584761487035,Chianti small,400,2019-12-5,1800
Jack Harvey;1998-05-22;4946896571299186780,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-12-5,2400
Jack Harvey;1998-05-22;4946896571299186780,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2019-12-5,3200
Jack Harvey;1998-05-22;4946896571299186780,Sylvia Jones-Brown;1999-08-25;584761487035,Prosecco small,300,2019-12-5,3500
Jack Harvey;1998-05-22;4946896571299186780,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-12-5,4100
Jack Harvey;1998-05-22;4946896571299186780,Anna Buckley-Patel;1967-09-25;6011330523439128,Champagne small,400,2019-12-5,4500
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Jones;2005-06-10;3537902156094842,Gin & Tonic small,400,2019-12-5,4900
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Fisher;1983-09-19;3566273828670227,Shiraz small,300,2019-12-5,5200
Jack Harvey;1998-05-22;4946896571299186780,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2019-12-5,5800
Jack Harvey;1998-05-22;4946896571299186780,Philip Miah-Young;1963-11-27;3592857229453650,Champagne large,800,2019-12-5,6600
Jack Harvey;1998-05-22;4946896571299186780,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2019-12-5,7400
Jack Harvey;1998-05-22;4946896571299186780,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,House white small,300,2019-12-5,7700
Jack Harvey;1998-05-22;4946896571299186780,Sylvia Jones-Brown;1999-08-25;584761487035,Pale ale small,300,2019-12-5,8000
Jack Harvey;1998-05-22;4946896571299186780,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2019-12-5,8600
Jack Harvey;1998-05-22;4946896571299186780,Sally Jackson;1975-08-26;6011083979903226,Champagne large,800,2019-12-5,9400
Jack Harvey;1998-05-22;4946896571299186780,Sally Jackson;1975-08-26;6011083979903226,Ale large,600,2019-12-5,10000
Jack Harvey;1998-05-22;4946896571299186780,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2019-12-5,10800
Jack Harvey;1998-05-22;4946896571299186780,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-12-5,11400
Jack Harvey;1998-05-22;4946896571299186780,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2019-12-5,11700
Jack Harvey;1998-05-22;4946896571299186780,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2019-12-5,12500
Jack Harvey;1998-05-22;4946896571299186780,Dr. Douglas King;1974-03-16;3581139211845125,Vodka Tonic large,600,2019-12-5,13100
Jack Harvey;1998-05-22;4946896571299186780,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2019-12-5,13400
Jemma Davison;1982-06-25;346012372292431,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-11-1,250
Jemma Davison;1982-06-25;346012372292431,Marie Power;2002-01-30;5236653014789326,Americano,250,2019-11-1,500
Jemma Davison;1982-06-25;346012372292431,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2019-11-1,750
Jemma Davison;1982-06-25;346012372292431,Jane Davies;1978-05-29;372961426026780,Double espresso extra milk,280,2019-11-1,1030
Jemma Davison;1982-06-25;346012372292431,Anna Buckley-Patel;1967-09-25;6011330523439128,Capuccino,250,2019-11-1,1280
Jemma Davison;1982-06-25;346012372292431,Dr. Caroline Morris;1967-06-03;4982238351886255393,Capuccino,250,2019-11-1,1530
Jemma Davison;1982-06-25;346012372292431,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2019-11-1,1780
Jemma Davison;1982-06-25;346012372292431,Marie Power;2002-01-30;5236653014789326,Americano,250,2019-11-1,2030
Jemma Davison;1982-06-25;346012372292431,Jessica Pearson;1978-06-22;3527764291507761,Flat white,250,2019-11-1,2280
Jemma Davison;1982-06-25;346012372292431,Jessica Pearson;1978-06-22;3527764291507761,Flat white,250,2019-11-1,2530
Jemma Davison;1982-06-25;346012372292431,Jessica Pearson;1978-06-22;3527764291507761,Flat white,250,2019-11-1,2780
Jemma Davison;1982-06-25;346012372292431,Tony Martin-Lucas;1984-02-09;060494691672,Espresso,150,2019-11-1,2930
Jemma Davison;1982-06-25;346012372292431,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-11-1,3180
Jemma Davison;1982-06-25;346012372292431,Iain Barker;1997-07-21;3534790658775791,Earl Grey,250,2019-11-1,3430
Jemma Davison;1982-06-25;346012372292431,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2019-11-1,3710
Jemma Davison;1982-06-25;346012372292431,Katy Lee;1981-07-04;4895703194202888004,Capuccino extra milk,280,2019-11-1,3990
Jemma Davison;1982-06-25;346012372292431,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-11-1,4240
Jemma Davison;1982-06-25;346012372292431,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Double espresso with sugar,250,2019-11-1,4490
Jemma Davison;1982-06-25;346012372292431,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-11-1,4740
Jemma Davison;1982-06-25;346012372292431,Mohammad Jones-Wood;1963-05-21;3539333926037846,Capuccino extra milk,280,2019-11-1,5020
Jemma Davison;1982-06-25;346012372292431,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-11-1,5270
Benjamin Morgan;1960-09-26;676301009368,Ms. Elizabeth French;1974-12-19;630456409964,Herbal tea with sugar,250,2019-5-28,250
Benjamin Morgan;1960-09-26;676301009368,Mr. Keith Hilton;1997-09-17;3585697723779617,Instant Coffee,250,2019-5-28,500
Benjamin Morgan;1960-09-26;676301009368,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-5-28,780
Benjamin Morgan;1960-09-26;676301009368,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-5-28,1030
Benjamin Morgan;1960-09-26;676301009368,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2019-5-28,1280
Benjamin Morgan;1960-09-26;676301009368,Ruth Russell-Harris;1973-03-29;4730875456940300910,Double espresso extra milk,280,2019-5-28,1560
Benjamin Morgan;1960-09-26;676301009368,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2019-5-28,1810
Benjamin Morgan;1960-09-26;676301009368,Benjamin Morgan;1960-09-26;676301009368,Lemon tea,250,2019-5-28,2060
Benjamin Morgan;1960-09-26;676301009368,Benjamin Morgan;1960-09-26;676301009368,Lemon tea,250,2019-5-28,2310
Benjamin Morgan;1960-09-26;676301009368,Bethan Gill;1958-06-05;060480577430,Macciato,250,2019-5-28,2560
Benjamin Morgan;1960-09-26;676301009368,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-5-28,2810
